word	length	is_adjective	is_noun	is_other	wn_adj	wn_noun	ref_adj	ref_noun	source_set
abaxial	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
abaxile	7	0	0	0	0	0	0	0	english_alpha
abay	4	0	0	0	0	0	0	0	english_alpha
abaya	5	0	1	0	0	1	0	0	wordle_guesses
abayah	6	0	0	0	0	0	0	0	english_alpha
abaze	5	0	0	0	0	0	0	0	english_alpha
abba	4	0	0	0	0	0	0	0	english_alpha
abbacy	6	0	1	0	0	1	0	0	english_alpha
abbas	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
abbasi	6	0	0	0	0	0	0	0	english_alpha
abbasid	7	0	0	0	0	0	0	0	english_alpha
abbassi	7	0	0	0	0	0	0	0	english_alpha
abbate	6	0	0	0	0	0	0	0	english_alpha
abbatie	7	0	0	0	0	0	0	0	english_alpha
abbaye	6	0	0	0	0	0	0	0	english_alpha
abbe	4	0	1	0	0	1	0	0	english_alpha
abbed	5	0	0	0	0	0	0	0	wordle_guesses
abbes	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
abbess	6	0	1	0	0	1	0	0	english_alpha
abbest	6	0	0	0	0	0	0	0	english_alpha
abbey	5	0	1	0	0	1	0	0	english_alpha,wordle_answers
abbeys	6	0	1	0	0	1	0	0	english_alpha
abbie	5	0	0	0	0	0	0	0	english_alpha
abbot	5	0	1	0	0	1	0	0	english_alpha,wordle_answers
abbotcy	7	0	0	0	0	0	0	0	english_alpha
abbots	6	0	1	0	0	1	0	0	english_alpha
abbott	6	0	0	0	0	0	0	0	english_alpha
abbozzo	7	0	0	0	0	0	0	0	english_alpha
abbr	4	0	0	0	0	0	0	0	english_alpha
abbrev	6	0	0	0	0	0	0	0	english_alpha
abby	4	0	0	0	0	0	0	0	english_alpha
abcee	5	0	0	0	0	0	0	0	wordle_guesses
abcess	6	0	0	0	0	0	0	0	english_alpha
abcissa	7	0	0	0	0	0	0	0	english_alpha
abdal	5	0	0	0	0	0	0	0	english_alpha
abdali	6	0	0	0	0	0	0	0	english_alpha
abdaria	7	0	0	0	0	0	0	0	english_alpha
abdat	5	0	0	0	0	0	0	0	english_alpha
abdest	6	0	0	0	0	0	0	0	english_alpha
abdiel	6	0	0	0	0	0	0	0	english_alpha
abdom	5	0	0	0	0	0	0	0	english_alpha
abdomen	7	0	1	0	0	1	0	0	eff,english_alpha
abduce	6	0	0	1	0	0	0	0	english_alpha
abduced	7	0	0	1	0	0	0	0	english_alpha
abduces	7	0	0	1	0	0	0	0	english_alpha
abduct	6	0	0	1	0	0	0	0	english_alpha
abducts	7	0	0	1	0	0	0	0	english_alpha
abeam	5	0	0	1	0	0	0	0	english_alpha,wordle_guesses
abear	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
abed	4	0	0	1	0	0	0	0	english_alpha
abede	5	0	0	0	0	0	0	0	english_alpha
abedge	6	0	0	0	0	0	0	0	english_alpha
abegge	6	0	0	0	0	0	0	0	english_alpha
abeigh	6	0	0	0	0	0	0	0	english_alpha
abel	4	0	1	0	0	1	0	0	english_alpha
abele	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
abeles	6	0	1	0	0	1	0	0	english_alpha
abelia	6	0	1	0	0	1	0	0	english_alpha
abelian	7	0	0	0	0	0	0	0	english_alpha
abelite	7	0	0	0	0	0	0	0	english_alpha
abend	5	0	0	0	0	0	0	0	english_alpha
abends	6	0	0	0	0	0	0	0	english_alpha
aberia	6	0	0	0	0	0	0	0	english_alpha
aberr	5	0	0	0	0	0	0	0	english_alpha
abers	5	0	0	0	0	0	0	0	wordle_guesses
abesse	6	0	0	0	0	0	0	0	english_alpha
abet	4	0	0	1	0	0	0	0	english_alpha
abets	5	0	0	1	0	0	0	0	english_alpha,wordle_guesses
abettal	7	0	1	0	0	1	0	0	english_alpha
abetted	7	0	0	1	0	0	0	0	english_alpha
abetter	7	0	1	0	0	1	0	0	english_alpha
abettor	7	0	1	0	0	1	0	0	english_alpha
abey	4	0	0	0	0	0	0	0	english_alpha
abeyant	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
abfarad	7	0	1	0	0	1	0	0	english_alpha
abhenry	7	0	1	0	0	1	0	0	english_alpha
abhor	5	0	0	1	0	0	0	0	english_alpha,wordle_answers
abhors	6	0	0	1	0	0	0	0	english_alpha
abib	4	0	0	0	0	0	0	0	english_alpha
abidal	6	0	0	0	0	0	0	0	english_alpha
abidden	7	0	0	0	0	0	0	0	english_alpha
abide	5	0	0	1	0	0	0	0	eff,english_alpha,wordle_answers
abided	6	0	0	1	0	0	0	0	english_alpha
abider	6	0	0	0	0	0	0	0	english_alpha
abiders	7	0	0	0	0	0	0	0	english_alpha
abides	6	0	0	1	0	0	0	0	english_alpha
abidi	5	0	0	0	0	0	0	0	english_alpha
abiding	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives
abie	4	0	0	0	0	0	0	0	english_alpha
abiegh	6	0	0	0	0	0	0	0	english_alpha
abience	7	0	1	0	0	1	0	0	english_alpha
abient	6	1	0	0	1	0	0	0	english_alpha
abies	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
abietic	7	0	0	0	0	0	0	0	english_alpha
abietin	7	0	0	0	0	0	0	0	english_alpha
abiezer	7	0	0	0	0	0	0	0	english_alpha
abigail	7	0	0	0	0	0	0	0	english_alpha
abigeat	7	0	0	0	0	0	0	0	english_alpha
abigei	6	0	0	0	0	0	0	0	english_alpha
abigeus	7	0	0	0	0	0	0	0	english_alpha
abilao	6	0	0	0	0	0	0	0	english_alpha
abilene	7	0	1	0	0	1	0	0	english_alpha
ability	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000
abilla	6	0	0	0	0	0	0	0	english_alpha
abilo	5	0	0	0	0	0	0	0	english_alpha
abime	5	0	0	0	0	0	0	0	english_alpha
abioses	7	0	0	0	0	0	0	0	english_alpha
abiosis	7	0	0	0	0	0	0	0	english_alpha
abiotic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
abipon	6	0	0	0	0	0	0	0	english_alpha
abir	4	0	0	0	0	0	0	0	english_alpha
abiston	7	0	0	0	0	0	0	0	english_alpha
abit	4	0	0	0	0	0	0	0	english_alpha
abitibi	7	0	0	0	0	0	0	0	english_alpha
abiuret	7	0	0	0	0	0	0	0	english_alpha
abject	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
abjoint	7	0	0	0	0	0	0	0	english_alpha
abjudge	7	0	0	0	0	0	0	0	english_alpha
abjunct	7	0	0	0	0	0	0	0	english_alpha
abjure	6	0	0	1	0	0	0	0	english_alpha
abjured	7	0	0	1	0	0	0	0	english_alpha
abjurer	7	0	1	0	0	1	0	0	english_alpha
abjures	7	0	0	1	0	0	0	0	english_alpha
abkar	5	0	0	0	0	0	0	0	english_alpha
abkari	6	0	0	0	0	0	0	0	english_alpha
abkary	6	0	0	0	0	0	0	0	english_alpha
abkhas	6	0	1	0	0	1	0	0	english_alpha
ablach	6	0	0	0	0	0	0	0	english_alpha
ablare	6	0	0	0	0	0	0	0	english_alpha
ablate	6	0	0	1	0	0	0	0	english_alpha
ablated	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
ablates	7	0	0	1	0	0	0	0	english_alpha
ablator	7	0	0	0	0	0	0	0	english_alpha
ablaut	6	0	1	0	0	1	0	0	english_alpha
ablauts	7	0	1	0	0	1	0	0	english_alpha
ablaze	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives
able	4	1	0	0	1	0	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives
abled	5	0	0	0	0	0	0	0	english_alpha,wordle_answers
ableeze	7	0	0	0	0	0	0	0	english_alpha
ablend	6	0	0	0	0	0	0	0	english_alpha
ablepsy	7	0	0	0	0	0	0	0	english_alpha
abler	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses
ables	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
ablesse	7	0	0	0	0	0	0	0	english_alpha
ablest	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
ablet	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
ablings	7	0	0	0	0	0	0	0	english_alpha
ablins	6	0	0	0	0	0	0	0	english_alpha
ablock	6	0	0	0	0	0	0	0	english_alpha
abloom	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
ablow	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
ablude	6	0	0	0	0	0	0	0	english_alpha
abluent	7	0	0	0	0	0	0	0	english_alpha
ablush	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives
ablute	6	0	0	0	0	0	0	0	english_alpha
abluted	7	0	0	0	0	0	0	0	english_alpha
ably	4	0	0	1	0	0	0	0	english_alpha
abmho	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
abmhos	6	0	0	0	0	0	0	0	english_alpha
abnaki	6	1	1	0	1	1	0	0	english_alpha
abner	5	0	0	0	0	0	0	0	english_alpha
abnet	5	0	0	0	0	0	0	0	english_alpha
aboard	6	0	0	1	0	0	0	0	english_alpha
abobra	6	0	0	0	0	0	0	0	english_alpha
abodah	6	0	0	0	0	0	0	0	english_alpha
abode	5	0	1	0	0	1	0	0	english_alpha,wordle_answers
aboded	6	0	0	0	0	0	0	0	english_alpha
abodes	6	0	1	0	0	1	0	0	english_alpha
aboding	7	0	0	0	0	0	0	0	english_alpha
abody	5	0	0	0	0	0	0	0	english_alpha
abogado	7	0	0	0	0	0	0	0	english_alpha
abohm	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
abohms	6	0	1	0	0	1	0	0	english_alpha
aboil	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
abolete	7	0	0	0	0	0	0	0	english_alpha
abolish	7	0	0	1	0	0	0	0	english_alpha
abolla	6	0	0	0	0	0	0	0	english_alpha
abollae	7	0	0	0	0	0	0	0	english_alpha
aboma	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
abomas	6	0	0	0	0	0	0	0	english_alpha
abomasa	7	0	0	0	0	0	0	0	english_alpha
abomasi	7	0	0	0	0	0	0	0	english_alpha
abomine	7	0	0	0	0	0	0	0	english_alpha
abongo	6	0	0	0	0	0	0	0	english_alpha
abonne	6	0	0	0	0	0	0	0	english_alpha
aboon	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
aborad	6	0	0	1	0	0	0	0	english_alpha
aboral	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
abord	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
abore	5	0	0	0	0	0	0	0	wordle_guesses
abort	5	0	1	0	0	1	0	0	english_alpha,wordle_answers
aborted	7	0	0	1	0	0	0	0	english_alpha
aborter	7	0	0	0	0	0	0	0	english_alpha
abortin	7	0	0	0	0	0	0	0	english_alpha
aborts	6	0	1	0	0	1	0	0	english_alpha
abortus	7	0	1	0	0	1	0	0	english_alpha
abos	4	0	1	0	0	1	0	0	english_alpha
abote	5	0	0	0	0	0	0	0	english_alpha
abought	7	0	0	1	0	0	0	0	english_alpha
aboulia	7	0	1	0	0	1	0	0	english_alpha
aboulic	7	1	0	0	1	0	0	0	english_alpha
abound	6	0	0	1	0	0	0	0	english_alpha
abounds	7	0	0	1	0	0	0	0	english_alpha
about	5	1	0	0	1	0	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers
abouts	6	0	0	0	0	0	0	0	english_alpha
above	5	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers
aboves	6	0	1	0	0	1	0	0	english_alpha
abow	4	0	0	0	0	0	0	0	english_alpha
abox	4	0	0	0	0	0	0	0	english_alpha
abrade	6	0	0	1	0	0	0	0	english_alpha
abraded	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
abrader	7	0	1	0	0	1	0	0	english_alpha
abrades	7	0	0	1	0	0	0	0	english_alpha
abraham	7	0	1	0	0	1	0	0	english_alpha,google_10000
abraid	6	0	0	0	0	0	0	0	english_alpha
abram	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
abramis	7	0	1	0	0	1	0	0	english_alpha
abrasax	7	0	0	0	0	0	0	0	english_alpha
abrase	6	0	0	1	0	0	0	0	english_alpha
abrased	7	0	0	1	0	0	0	0	english_alpha
abraser	7	0	0	0	0	0	0	0	english_alpha
abrash	6	0	0	0	0	0	0	0	english_alpha
abraum	6	0	0	0	0	0	0	0	english_alpha
abraxas	7	0	0	0	0	0	0	0	english_alpha
abray	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
abrazo	6	0	0	0	0	0	0	0	english_alpha
abrazos	7	0	0	0	0	0	0	0	english_alpha
abreact	7	0	0	1	0	0	0	0	english_alpha
abreast	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives
abreed	6	0	0	0	0	0	0	0	english_alpha
abrege	6	0	0	0	0	0	0	0	english_alpha
abreid	6	0	0	0	0	0	0	0	english_alpha
abret	5	0	0	0	0	0	0	0	english_alpha
abri	4	0	0	0	0	0	0	0	english_alpha
abrico	6	0	0	0	0	0	0	0	english_alpha
abricot	7	0	0	0	0	0	0	0	english_alpha
abridge	7	0	0	1	0	0	0	0	eff,english_alpha
abrim	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
abrin	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
abrine	6	0	0	0	0	0	0	0	english_alpha
abris	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
abroach	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
abroad	6	1	0	0	1	0	1	0	eff,english_alpha,google_10000,simple_adjectives
abroma	6	0	0	0	0	0	0	0	english_alpha
abronia	7	0	1	0	0	1	0	0	english_alpha
abrood	6	0	0	0	0	0	0	0	english_alpha
abrook	6	0	0	0	0	0	0	0	english_alpha
abrosia	7	0	0	0	0	0	0	0	english_alpha
abrotin	7	0	0	0	0	0	0	0	english_alpha
abrupt	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
abrus	5	0	0	0	0	0	0	0	english_alpha
absalom	7	0	0	0	0	0	0	0	english_alpha
abscam	6	0	0	0	0	0	0	0	english_alpha
abscess	7	0	1	0	0	1	0	0	english_alpha
abscind	7	0	0	0	0	0	0	0	english_alpha
abscise	7	0	0	1	0	0	0	0	english_alpha
absciss	7	0	0	0	0	0	0	0	english_alpha
abscond	7	0	0	1	0	0	0	0	english_alpha
absee	5	0	0	0	0	0	0	0	english_alpha
abseil	6	0	1	0	0	1	0	0	english_alpha
abseils	7	0	1	0	0	1	0	0	english_alpha
absence	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000
absent	6	1	0	0	1	0	1	0	bip39,english_alpha,google_10000,simple_adjectives
absents	7	0	0	1	0	0	0	0	english_alpha
absey	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
absi	4	0	0	0	0	0	0	0	english_alpha
absinth	7	0	1	0	0	1	0	0	english_alpha
absis	5	0	0	0	0	0	0	0	english_alpha
absist	6	0	0	0	0	0	0	0	english_alpha
absit	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
absmho	6	0	0	0	0	0	0	0	english_alpha
absohm	6	0	0	0	0	0	0	0	english_alpha
absoil	6	0	0	0	0	0	0	0	english_alpha
absolve	7	0	0	1	0	0	0	0	eff,english_alpha
absorb	6	0	0	1	0	0	0	0	bip39,english_alpha
absorbs	7	0	0	1	0	0	0	0	english_alpha
absorpt	7	0	0	0	0	0	0	0	english_alpha
abstain	7	0	0	1	0	0	0	0	eff,english_alpha
abstort	7	0	0	0	0	0	0	0	english_alpha
abstr	5	0	0	0	0	0	0	0	english_alpha
absume	6	0	0	0	0	0	0	0	english_alpha
absurd	6	1	1	0	1	1	1	0	bip39,eff,english_alpha,simple_adjectives
absurds	7	0	1	0	0	1	0	0	english_alpha
absvolt	7	0	0	0	0	0	0	0	english_alpha
abthain	7	0	0	0	0	0	0	0	english_alpha
abtruse	7	0	0	0	0	0	0	0	english_alpha
abubble	7	0	0	0	0	0	0	0	english_alpha
abucco	6	0	0	0	0	0	0	0	english_alpha
abuleia	7	0	0	0	0	0	0	0	english_alpha
abulia	6	0	1	0	0	1	0	0	english_alpha
abulias	7	0	1	0	0	1	0	0	english_alpha
abulic	6	1	0	0	1	0	0	0	english_alpha
abuna	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
abune	5	0	0	0	0	0	0	0	english_alpha,wordle_guesses
abura	5	0	0	0	0	0	0	0	english_alpha
aburban	7	0	0	0	0	0	0	0	english_alpha
aburst	6	0	0	0	0	0	0	0	english_alpha
aburton	7	0	0	0	0	0	0	0	english_alpha
abusage	7	0	0	0	0	0	0	0	english_alpha
abuse	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers
abused	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives
abusee	6	0	0	0	0	0	0	0	english_alpha
abuser	6	0	1	0	0	1	0	0	english_alpha
abusers	7	0	1	0	0	1	0	0	english_alpha
abuses	6	0	1	0	0	1	0	0	english_alpha
abush	5	0	0	0	0	0	0	0	english_alpha
abusing	7	0	0	1	0	0	0	0	english_alpha
abusion	7	0	0	0	0	0	0	0	english_alpha
abusive	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
abut	4	0	0	1	0	0	0	0	english_alpha
abuta	5	0	0	0	0	0	0	0	english_alpha
abuts	5	0	0	1	0	0	0	0	english_alpha,wordle_guesses
abuttal	7	0	0	0	0	0	0	0	english_alpha
abutted	7	0	0	1	0	0	0	0	english_alpha
abutter	7	0	1	0	0	1	0	0	english_alpha
abuzz	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses
abvolt	6	0	1	0	0	1	0	0	english_alpha
abvolts	7	0	1	0	0	1	0	0	english_alpha
abwab	5	0	0	0	0	0	0	0	english_alpha
abwatt	6	0	1	0	0	1	0	0	english_alpha
abwatts	7	0	1	0	0	1	0	0	english_alpha
abye	4	0	0	1	0	0	0	0	english_alpha
abyes	5	0	0	1	0	0	0	0	english_alpha,wordle_guesses
abying	6	0	0	1	0	0	0	0	english_alpha
abys	4	0	0	1	0	0	0	0	english_alpha
abysm	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
abysmal	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
abysms	6	0	1	0	0	1	0	0	english_alpha
abyss	5	0	1	0	0	1	0	0	english_alpha,wordle_answers
abyssa	6	0	0	0	0	0	0	0	english_alpha
abyssal	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
abysses	7	0	1	0	0	1	0	0	english_alpha
abyssus	7	0	0	0	0	0	0	0	english_alpha
acacia	6	0	1	0	0	1	0	0	english_alpha
acacian	7	0	0	0	0	0	0	0	english_alpha
acacias	7	0	1	0	0	1	0	0	english_alpha
acaciin	7	0	0	0	0	0	0	0	english_alpha
acacin	6	0	0	0	0	0	0	0	english_alpha
acacine	7	0	0	0	0	0	0	0	english_alpha
acad	4	0	0	0	0	0	0	0	english_alpha
academe	7	0	1	0	0	1	0	0	english_alpha
academy	7	0	1	0	0	1	0	0	english_alpha,google_10000
acadia	6	0	1	0	0	1	0	0	english_alpha
acadian	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives
acadie	6	0	0	0	0	0	0	0	english_alpha
acaena	6	0	0	0	0	0	0	0	english_alpha
acais	5	0	0	0	0	0	0	0	wordle_guesses
acajou	6	0	0	0	0	0	0	0	english_alpha
acajous	7	0	0	0	0	0	0	0	english_alpha
acale	5	0	0	0	0	0	0	0	english_alpha
acaleph	7	0	0	0	0	0	0	0	english_alpha
acamar	6	0	0	0	0	0	0	0	english_alpha
acana	5	0	0	0	0	0	0	0	english_alpha
acanth	6	0	0	0	0	0	0	0	english_alpha
acantha	7	0	1	0	0	1	0	0	english_alpha
acanthi	7	0	1	0	0	1	0	0	english_alpha
acapnia	7	0	1	0	0	1	0	0	english_alpha
acapu	5	0	0	0	0	0	0	0	english_alpha
acara	5	0	0	0	0	0	0	0	english_alpha
acarari	7	0	0	0	0	0	0	0	english_alpha
acardia	7	0	1	0	0	1	0	0	english_alpha
acari	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses
acarian	7	0	0	0	0	0	0	0	english_alpha
acarid	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives
acarida	7	0	0	0	0	0	0	0	english_alpha
acarids	7	0	1	0	0	1	0	0	english_alpha
acarina	7	0	1	0	0	1	0	0	english_alpha
acarine	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives
acaroid	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives
acarol	6	0	0	0	0	0	0	0	english_alpha
acarus	6	0	1	0	0	1	0	0	english_alpha
acast	5	0	0	0	0	0	0	0	english_alpha
acastus	7	0	0	0	0	0	0	0	english_alpha
acate	5	0	0	0	0	0	0	0	english_alpha
acater	6	0	0	0	0	0	0	0	english_alpha
acatery	7	0	0	0	0	0	0	0	english_alpha
acates	6	0	0	0	0	0	0	0	english_alpha
acaudal	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives
acca	4	0	0	0	0	0	0	0	english_alpha
accable	7	0	0	0	0	0	0	0	english_alpha
accas	5	0	0	0	0	0	0	0	wordle_guesses
acce	4	0	0	0	0	0	0	0	english_alpha
accede	6	0	0	1	0	0	0	0	english_alpha
acceded	7	0	0	1	0	0	0	0	english_alpha
acceder	7	0	0	0	0	0	0	0	english_alpha
accedes	7	0	0	1	0	0	0	0	english_alpha
accel	5	0	0	0	0	0	0	0	english_alpha
accend	6	0	0	0	0	0	0	0	english_alpha
accent	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000
accents	7	0	1	0	0	1	0	0	english_alpha
accept	6	0	0	1	0	0	0	0	english_alpha,google_10000
accepts	7	0	0	1	0	0	0	0	english_alpha,google_10000
accerse	7	0	0	0	0	0	0	0	english_alpha
access	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000
accidia	7	0	0	0	0	0	0	0	english_alpha
accidie	7	0	0	0	0	0	0	0	english_alpha
accinge	7	0	0	0	0	0	0	0	english_alpha
accise	6	0	0	0	0	0	0	0	english_alpha
accite	6	0	0	0	0	0	0	0	english_alpha
acclaim	7	0	1	0	0	1	0	0	eff,english_alpha
accloy	6	0	0	0	0	0	0	0	english_alpha
accoast	7	0	0	0	0	0	0	0	english_alpha
accoil	6	0	0	0	0	0	0	0	english_alpha
accoll	6	0	0	0	0	0	0	0	english_alpha
accolle	7	0	0	0	0	0	0	0	english_alpha
accompt	7	0	0	0	0	0	0	0	english_alpha
accord	6	0	1	0	0	1	0	0	english_alpha
accords	7	0	1	0	0	1	0	0	english_alpha
accost	6	0	0	1	0	0	0	0	english_alpha
